unique_id,metric,Naive,SeasonalNaive,AutoETS,AutoARIMA,XGBoost,LightGBM,NBEATS,NHITS,chronos
hotel_77,mae,,,,,,,,,0.002021416808020819
hotel_77,mape,,,,,,,,,1.3742299668716662
hotel_77,rmse,,,,,,,,,0.002968501719440054
hotel_84,mae,,,,,,,,,0.12819827839223924
hotel_84,mape,,,,,,,,,0.19789746349783893
hotel_84,rmse,,,,,,,,,0.16463572310913574
hotel_91,mae,,,,,,,,,0.13954686245987158
hotel_91,mape,,,,,,,,,0.19164412786888568
hotel_91,rmse,,,,,,,,,0.1741172588844133
hotel_98,mae,,,,,,,,,0.11085728236607142
hotel_98,mape,,,,,,,,,0.4349100224449366
hotel_98,rmse,,,,,,,,,0.15601069012675878
